,COD_RIP,COD_REG,COD_UTS,COD_PROV_STORICO,PRO_COM_T,PRO_COM,COMUNE,COMUNE_A,SIGLA_AUTOMOBILISTICA,COM_ISO,COM_LIT,ZONA_ALT,ALT,ZONE_COST_2021,DEGURBA_2021,COD_ECO_DIV_2018,DEN_ECO_DIV_2018,COD_ECO_PRO_2018,DEN_ECO_PRO_2018,COD_ECO_SEZ_2018,DEN_ECO_SEZ_2018,COD_ECO_SSEZ_2018,DEN_ECO_SSEZ_2018,anno_riferimento
4801,3,12,060,060,060019,60019,Cassino,,FR,0,0,3,46,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4802,3,12,060,060,060020,60020,Castelliri,,FR,0,0,3,276,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4803,3,12,060,060,060021,60021,Castelnuovo Parano,,FR,0,0,3,313,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4804,3,12,060,060,060022,60022,Castrocielo,,FR,0,0,3,224,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4805,3,12,060,060,060023,60023,Castro dei Volsci,,FR,0,0,3,365,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4806,3,12,060,060,060024,60024,Ceccano,,FR,0,0,3,195,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4807,3,12,060,060,060025,60025,Ceprano,,FR,0,0,3,111,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4808,3,12,060,060,060026,60026,Cervaro,,FR,0,0,3,256,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4809,3,12,060,060,060027,60027,Colfelice,,FR,0,0,3,143,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4810,3,12,060,060,060028,60028,Collepardo,,FR,0,0,1,584,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4811,3,12,060,060,060029,60029,Colle San Magno,,FR,0,0,1,534,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4812,3,12,060,060,060030,60030,Coreno Ausonio,,FR,0,0,3,315,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4813,3,12,060,060,060031,60031,Esperia,,FR,0,0,3,357,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4814,3,12,060,060,060032,60032,Falvaterra,,FR,0,0,3,275,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4815,3,12,060,060,060033,60033,Ferentino,,FR,0,0,3,360,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4816,3,12,060,060,060034,60034,Filettino,,FR,0,0,1,1014,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4817,3,12,060,060,060035,60035,Fiuggi,,FR,0,0,1,731,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4818,3,12,060,060,060036,60036,Fontana Liri,,FR,0,0,3,146,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4819,3,12,060,060,060037,60037,Fontechiari,,FR,0,0,3,390,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4820,3,12,060,060,060038,60038,Frosinone,,FR,0,0,3,245,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4821,3,12,060,060,060039,60039,Fumone,,FR,0,0,1,768,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4822,3,12,060,060,060040,60040,Gallinaro,,FR,0,0,1,550,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4823,3,12,060,060,060041,60041,Giuliano di Roma,,FR,0,0,3,343,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4824,3,12,060,060,060042,60042,Guarcino,,FR,0,0,1,641,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4825,3,12,060,060,060043,60043,Isola del Liri,,FR,0,0,3,224,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4826,3,12,060,060,060044,60044,Monte San Giovanni Campano,,FR,0,0,3,394,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4827,3,12,060,060,060045,60045,Morolo,,FR,0,0,1,395,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4828,3,12,060,060,060046,60046,Paliano,,FR,0,0,3,421,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4829,3,12,060,060,060047,60047,Pastena,,FR,0,0,3,298,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4830,3,12,060,060,060048,60048,Patrica,,FR,0,0,1,455,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4831,3,12,060,060,060049,60049,Pescosolido,,FR,0,0,1,635,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4832,3,12,060,060,060050,60050,Picinisco,,FR,0,0,1,724,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4833,3,12,060,060,060051,60051,Pico,,FR,0,0,3,197,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4834,3,12,060,060,060052,60052,Piedimonte San Germano,,FR,0,0,3,111,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4835,3,12,060,060,060053,60053,Piglio,,FR,0,0,1,678,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4836,3,12,060,060,060054,60054,Pignataro Interamna,,FR,0,0,3,72,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4837,3,12,060,060,060055,60055,Pofi,,FR,0,0,3,275,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4838,3,12,060,060,060056,60056,Pontecorvo,,FR,0,0,3,97,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4839,3,12,060,060,060057,60057,Posta Fibreno,,FR,0,0,3,410,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4840,3,12,060,060,060058,60058,Ripi,,FR,0,0,3,303,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4841,3,12,060,060,060059,60059,Rocca d'Arce,,FR,0,0,3,468,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4842,3,12,060,060,060060,60060,Roccasecca,,FR,0,0,3,254,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4843,3,12,060,060,060061,60061,San Biagio Saracinisco,,FR,0,0,1,852,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4844,3,12,060,060,060062,60062,San Donato Val di Comino,,FR,0,0,1,670,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4845,3,12,060,060,060063,60063,San Giorgio a Liri,,FR,0,0,3,38,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4846,3,12,060,060,060064,60064,San Giovanni Incarico,,FR,0,0,3,171,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4847,3,12,060,060,060065,60065,Sant'Ambrogio sul Garigliano,,FR,0,0,3,116,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4848,3,12,060,060,060066,60066,Sant'Andrea del Garigliano,,FR,0,0,3,158,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4849,3,12,060,060,060067,60067,Sant'Apollinare,,FR,0,0,3,55,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4850,3,12,060,060,060068,60068,Sant'Elia Fiumerapido,,FR,0,0,3,125,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4851,3,12,060,060,060069,60069,Santopadre,,FR,0,0,3,728,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4852,3,12,060,060,060070,60070,San Vittore del Lazio,,FR,0,0,3,173,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4853,3,12,060,060,060071,60071,Serrone,,FR,0,0,1,649,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4854,3,12,060,060,060072,60072,Settefrati,,FR,0,0,1,778,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4855,3,12,060,060,060073,60073,Sgurgola,,FR,0,0,1,367,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4856,3,12,060,060,060074,60074,Sora,,FR,0,0,1,290,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4857,3,12,060,060,060075,60075,Strangolagalli,,FR,0,0,3,236,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4858,3,12,060,060,060076,60076,Supino,,FR,0,0,1,309,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4859,3,12,060,060,060077,60077,Terelle,,FR,0,0,1,903,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4860,3,12,060,060,060078,60078,Torre Cajetani,,FR,0,0,1,808,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4861,3,12,060,060,060079,60079,Torrice,,FR,0,0,3,316,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4862,3,12,060,060,060080,60080,Trevi nel Lazio,,FR,0,0,1,801,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4863,3,12,060,060,060081,60081,Trivigliano,,FR,0,0,1,768,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4864,3,12,060,060,060082,60082,Vallecorsa,,FR,0,0,3,387,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4865,3,12,060,060,060083,60083,Vallemaio,,FR,0,0,3,304,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4866,3,12,060,060,060084,60084,Vallerotonda,,FR,0,0,1,597,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4867,3,12,060,060,060085,60085,Veroli,,FR,0,0,1,587,0,2,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4868,3,12,060,060,060086,60086,Vicalvi,,FR,0,0,3,391,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4869,3,12,060,060,060087,60087,Vico nel Lazio,,FR,0,0,1,712,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4870,3,12,060,060,060088,60088,Villa Latina,,FR,0,0,1,418,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4871,3,12,060,060,060089,60089,Villa Santa Lucia,,FR,0,0,3,315,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4872,3,12,060,060,060090,60090,Villa Santo Stefano,,FR,0,0,3,222,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B1,Sezione Tirrenica centro-settentrionale,2B1d,Sottosezione Laziale Meridionale,2021
4873,3,12,060,060,060091,60091,Viticuso,,FR,0,0,1,867,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C2,Sezione Appenninica Centrale,1C2b,Sottosezione Appennino Laziale-Abruzzese,2021
4874,4,15,061,061,061001,61001,Ailano,,CE,0,0,3,256,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4875,4,15,061,061,061002,61002,Alife,,CE,0,0,3,106,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4876,4,15,061,061,061003,61003,Alvignano,,CE,0,0,3,132,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4877,4,15,061,061,061004,61004,Arienzo,,CE,0,0,3,108,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4878,4,15,061,061,061005,61005,Aversa,,CE,0,0,5,48,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4879,4,15,061,061,061006,61006,Baia e Latina,,CE,0,0,3,121,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4880,4,15,061,061,061007,61007,Bellona,,CE,0,0,5,62,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4881,4,15,061,061,061008,61008,Caianello,,CE,0,0,3,199,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4882,4,15,061,061,061009,61009,Caiazzo,,CE,0,0,3,201,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4883,4,15,061,061,061010,61010,Calvi Risorta,,CE,0,0,5,110,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4884,4,15,061,061,061011,61011,Camigliano,,CE,0,0,3,84,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4885,4,15,061,061,061012,61012,Cancello ed Arnone,,CE,0,0,5,9,1,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4886,4,15,061,061,061013,61013,Capodrise,,CE,0,0,5,35,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4887,4,15,061,061,061014,61014,Capriati a Volturno,,CE,0,0,3,298,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4888,4,15,061,061,061015,61015,Capua,,CE,0,0,5,32,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4889,4,15,061,061,061016,61016,Carinaro,,CE,0,0,5,28,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4890,4,15,061,061,061017,61017,Carinola,,CE,0,0,5,78,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4891,4,15,061,061,061018,61018,Casagiove,,CE,0,0,5,57,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4892,4,15,061,061,061019,61019,Casal di Principe,,CE,0,0,5,22,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4893,4,15,061,061,061020,61020,Casaluce,,CE,0,0,5,21,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4894,4,15,061,061,061021,61021,Casapulla,,CE,0,0,5,43,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4895,4,15,061,061,061022,61022,Caserta,,CE,0,0,3,81,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4896,4,15,061,061,061023,61023,Castel Campagnano,,CE,0,0,3,49,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4897,4,15,061,061,061024,61024,Castel di Sasso,,CE,0,0,3,88,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4898,4,15,061,061,061025,61025,Castello del Matese,,CE,0,0,1,473,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4899,4,15,061,061,061026,61026,Castel Morrone,,CE,0,0,3,251,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4900,4,15,061,061,061027,61027,Castel Volturno,,CE,0,1,5,6,1,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4901,4,15,061,061,061028,61028,Cervino,,CE,0,0,3,122,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4902,4,15,061,061,061029,61029,Cesa,,CE,0,0,5,43,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4903,4,15,061,061,061030,61030,Ciorlano,,CE,0,0,3,322,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4904,4,15,061,061,061031,61031,Conca della Campania,,CE,0,0,3,456,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4905,4,15,061,061,061032,61032,Curti,,CE,0,0,5,43,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4906,4,15,061,061,061033,61033,Dragoni,,CE,0,0,3,117,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4907,4,15,061,061,061034,61034,Fontegreca,,CE,0,0,3,341,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4908,4,15,061,061,061035,61035,Formicola,,CE,0,0,3,207,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4909,4,15,061,061,061036,61036,Francolise,,CE,0,0,5,96,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4910,4,15,061,061,061037,61037,Frignano,,CE,0,0,5,34,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4911,4,15,061,061,061038,61038,Gallo Matese,,CE,0,0,1,844,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4912,4,15,061,061,061039,61039,Galluccio,,CE,0,0,3,369,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4913,4,15,061,061,061040,61040,Giano Vetusto,,CE,0,0,3,208,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4914,4,15,061,061,061041,61041,Gioia Sannitica,,CE,0,0,3,252,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4915,4,15,061,061,061042,61042,Grazzanise,,CE,0,0,5,14,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4916,4,15,061,061,061043,61043,Gricignano di Aversa,,CE,0,0,5,27,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4917,4,15,061,061,061044,61044,Letino,,CE,0,0,1,1004,0,3,1,Divisione Temperata,1C,Provincia Appenninica,1C3,Sezione Appenninica Meridionale,1C3a,Sottosezione Appennino Campano,2021
4918,4,15,061,061,061045,61045,Liberi,,CE,0,0,3,475,0,3,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4919,4,15,061,061,061046,61046,Lusciano,,CE,0,0,5,48,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4920,4,15,061,061,061047,61047,Macerata Campania,,CE,0,0,5,38,0,1,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
4921,4,15,061,061,061048,61048,Maddaloni,,CE,0,0,5,62,0,2,2,Divisione Mediterranea,2B,Provincia Tirrenica,2B2,Sezione Tirrenica meridionale,2B2a,Sottosezione Campana Tirrenica Occidentale,2021
